"seqnames"	"start"	"end"	"annotation"	"SYMBOL"	"distanceToTSS"	"condition"
"2589"	"chr1"	179722803	179723657	"Distal Intergenic"	"Ahctf1"	30415	"bCAT_bCAT"
"2590"	"chr1"	181273917	181274537	"Distal Intergenic"	"Wdr26"	-61939	"bCAT_bCAT"
"2591"	"chr1"	185616959	185617267	"Distal Intergenic"	"5033404E19Rik"	119653	"bCAT_bCAT"
"2592"	"chr1"	187674877	187675085	"Intron"	"Esrrg"	65871	"bCAT_bCAT"
"2593"	"chr1"	187897017	187897308	"Intron"	"Esrrg"	-100519	"bCAT_bCAT"
"2594"	"chr1"	187900893	187902004	"Intron"	"Esrrg"	-95823	"bCAT_bCAT"
"2595"	"chr1"	188330630	188331211	"Intron"	"Ush2a"	67792	"bCAT_bCAT"
"2596"	"chr1"	189106278	189106522	"Distal Intergenic"	"Kctd3"	-98438	"bCAT_bCAT"
"2597"	"chr1"	189830416	189831398	"Intron"	"Ptpn14"	-13645	"bCAT_bCAT"
"2598"	"chr1"	189875365	189875870	"3' UTR"	"Smyd2"	13132	"bCAT_bCAT"
"2599"	"chr1"	190532633	190533821	"Distal Intergenic"	"Rps6kc1"	300277	"bCAT_bCAT"
"2600"	"chr1"	191072556	191072786	"Intron"	"Nsl1"	9535	"bCAT_bCAT"
"2601"	"chr1"	191183865	191184585	"Promoter"	"Atf3"	-532	"bCAT_bCAT"
"2602"	"chr1"	191259209	191259586	"Distal Intergenic"	"Atf3"	-41170	"bCAT_bCAT"
"2603"	"chr1"	191883719	191883974	"Distal Intergenic"	"1700034H15Rik"	17747	"bCAT_bCAT"
"2604"	"chr1"	192293106	192293374	"Intron"	"Kcnh1"	102329	"bCAT_bCAT"
"2605"	"chr1"	194107327	194107670	"Distal Intergenic"	"4930503O07Rik"	115089	"bCAT_bCAT"
"2606"	"chr10"	7681622	7681968	"Promoter"	"Lats1"	413	"bCAT_bCAT"
"2607"	"chr10"	8213843	8214443	"Intron"	"Ust"	87799	"bCAT_bCAT"
"2608"	"chr10"	9557721	9558131	"Distal Intergenic"	"Samd5"	117077	"bCAT_bCAT"
"2609"	"chr10"	9901665	9901876	"Promoter"	"Stxbp5"	-625	"bCAT_bCAT"
"2610"	"chr10"	11148893	11149209	"Promoter"	"Shprh"	-221	"bCAT_bCAT"
"2611"	"chr10"	12922080	12922677	"Promoter"	"B230208H11Rik"	450	"bCAT_bCAT"
"2612"	"chr10"	13189891	13190118	"Intron"	"Ltv1"	3019	"bCAT_bCAT"
"2613"	"chr10"	18407326	18407818	"Promoter"	"Nhsl1"	0	"bCAT_bCAT"
"2614"	"chr10"	18507103	18507376	"Intron"	"Nhsl1"	37122	"bCAT_bCAT"
"2615"	"chr10"	21090246	21090711	"Distal Intergenic"	"Ahi1"	49426	"bCAT_bCAT"
"2616"	"chr10"	21090766	21091393	"Distal Intergenic"	"Ahi1"	49946	"bCAT_bCAT"
"2617"	"chr10"	21093024	21093450	"Distal Intergenic"	"Myb"	49642	"bCAT_bCAT"
"2618"	"chr10"	21687226	21687703	"Distal Intergenic"	"Gm5420"	-3142	"bCAT_bCAT"
"2619"	"chr10"	24023702	24024173	"Distal Intergenic"	"Taar7d"	-3049	"bCAT_bCAT"
"2620"	"chr10"	24131541	24131788	"Distal Intergenic"	"Stx7"	-17529	"bCAT_bCAT"
"2621"	"chr10"	24634227	24634588	"Distal Intergenic"	"Ctgf"	38785	"bCAT_bCAT"
"2622"	"chr10"	24635511	24635713	"Downstream"	"Ctgf"	40069	"bCAT_bCAT"
"2623"	"chr10"	25918106	25918367	"Distal Intergenic"	"4930401C15Rik"	-80669	"bCAT_bCAT"
"2624"	"chr10"	26494389	26494658	"Distal Intergenic"	"L3mbtl3"	-118418	"bCAT_bCAT"
"2625"	"chr10"	28099011	28099345	"Intron"	"Ptprk"	24191	"bCAT_bCAT"
"2626"	"chr10"	34485043	34485358	"Promoter"	"Frk"	1643	"bCAT_bCAT"
"2627"	"chr10"	36974717	36975003	"Promoter"	"Hdac2"	173	"bCAT_bCAT"
"2628"	"chr10"	39171316	39171963	"Distal Intergenic"	"Wisp3"	-7522	"bCAT_bCAT"
"2629"	"chr10"	40177528	40177979	"Distal Intergenic"	"Slc16a10"	-35274	"bCAT_bCAT"
"2630"	"chr10"	40302191	40302830	"Promoter"	"Amd1"	-3	"bCAT_bCAT"
"2631"	"chr10"	40492044	40492414	"Distal Intergenic"	"Slc22a16"	-77948	"bCAT_bCAT"
"2632"	"chr10"	41552600	41552947	"Intron"	"Ccdc162"	7729	"bCAT_bCAT"
"2633"	"chr10"	42464323	42464665	"Intron"	"Afg1l"	13900	"bCAT_bCAT"
"2634"	"chr10"	42723584	42724273	"Distal Intergenic"	"Sec63"	-37223	"bCAT_bCAT"
"2635"	"chr10"	42940561	42941593	"Promoter"	"Scml4"	680	"bCAT_bCAT"
"2636"	"chr10"	44448246	44448536	"Intron"	"Prdm1"	10212	"bCAT_bCAT"
"2637"	"chr10"	44607528	44607793	"Distal Intergenic"	"Prdm1"	-79027	"bCAT_bCAT"
"2638"	"chr10"	44862173	44862708	"Distal Intergenic"	"Prep"	-204506	"bCAT_bCAT"
"2639"	"chr10"	54161257	54161721	"Distal Intergenic"	"Gm16998"	85335	"bCAT_bCAT"
"2640"	"chr10"	59241189	59241464	"Distal Intergenic"	"Sowahc"	19267	"bCAT_bCAT"
"2641"	"chr10"	59754210	59754409	"Intron"	"Micu1"	51647	"bCAT_bCAT"
"2642"	"chr10"	59972164	59973487	"Distal Intergenic"	"Ddit4"	-20394	"bCAT_bCAT"
"2643"	"chr10"	60150917	60151294	"Distal Intergenic"	"Mir6906"	24141	"bCAT_bCAT"
"2644"	"chr10"	60792935	60793173	"Intron"	"Unc5b"	27468	"bCAT_bCAT"
"2645"	"chr10"	62340510	62340988	"Promoter"	"Hk1os"	0	"bCAT_bCAT"
"2646"	"chr10"	66920442	66921423	"Distal Intergenic"	"Gm31763"	-83652	"bCAT_bCAT"
"2647"	"chr10"	67004200	67004794	"Promoter"	"Gm31763"	-281	"bCAT_bCAT"
"2648"	"chr10"	68141101	68141547	"Intron"	"Arid5b"	-4475	"bCAT_bCAT"
"2649"	"chr10"	68277234	68277481	"Promoter"	"Arid5b"	1245	"bCAT_bCAT"
"2650"	"chr10"	68345385	68345857	"Distal Intergenic"	"4930545H06Rik"	-24243	"bCAT_bCAT"
"2651"	"chr10"	68354514	68355401	"Distal Intergenic"	"4930545H06Rik"	-33372	"bCAT_bCAT"
"2652"	"chr10"	68356991	68357405	"Distal Intergenic"	"4930545H06Rik"	-35849	"bCAT_bCAT"
"2653"	"chr10"	68360887	68361277	"Distal Intergenic"	"4930545H06Rik"	-39745	"bCAT_bCAT"
"2654"	"chr10"	76067794	76068117	"Intron"	"Zfp280b"	35182	"bCAT_bCAT"
"2655"	"chr10"	76157534	76157787	"Intron"	"Slc5a4a"	10083	"bCAT_bCAT"
"2656"	"chr10"	77677497	77678230	"Distal Intergenic"	"Tspear"	-8339	"bCAT_bCAT"
"2657"	"chr10"	78371394	78372342	"Distal Intergenic"	"Agpat3"	-18952	"bCAT_bCAT"
"2658"	"chr10"	79669114	79669725	"Promoter"	"Tpgs1"	0	"bCAT_bCAT"
"2659"	"chr10"	79701569	79702133	"Promoter"	"Bsg"	-2225	"bCAT_bCAT"
"2660"	"chr10"	79925376	79926003	"Promoter"	"Arid3a"	-1040	"bCAT_bCAT"
"2661"	"chr10"	79928241	79928559	"Promoter"	"Arid3a"	900	"bCAT_bCAT"
"2662"	"chr10"	80167387	80167604	"Promoter"	"Cirbp"	-237	"bCAT_bCAT"
"2663"	"chr10"	80386273	80386559	"Promoter"	"Mex3d"	1092	"bCAT_bCAT"
"2664"	"chr10"	80434144	80435046	"Promoter"	"Tcf3"	-491	"bCAT_bCAT"
"2665"	"chr10"	80966287	80966641	"Intron"	"Gng7"	34724	"bCAT_bCAT"
"2666"	"chr10"	81570858	81571101	"Distal Intergenic"	"Tle2"	-4186	"bCAT_bCAT"
"2667"	"chr10"	82623269	82623604	"Promoter"	"1190007I07Rik"	-41	"bCAT_bCAT"
"2668"	"chr10"	82990603	82991096	"Intron"	"Chst11"	4854	"bCAT_bCAT"
"2669"	"chr10"	83985004	83985398	"Distal Intergenic"	"1500009L16Rik"	262139	"bCAT_bCAT"
"2670"	"chr10"	86685247	86685572	"Promoter"	"1810014B01Rik"	0	"bCAT_bCAT"
"2671"	"chr10"	89593892	89594285	"Intron"	"Slc17a8"	5530	"bCAT_bCAT"
"2672"	"chr10"	92595496	92596082	"Distal Intergenic"	"Nedd1"	126336	"bCAT_bCAT"
"2673"	"chr10"	93421852	93422273	"Distal Intergenic"	"Mir7688"	-10834	"bCAT_bCAT"
"2674"	"chr10"	94035157	94035599	"Promoter"	"Vezt"	200	"bCAT_bCAT"
"2675"	"chr10"	95112456	95113900	"Distal Intergenic"	"Gm29684"	31925	"bCAT_bCAT"
"2676"	"chr10"	96515452	96515745	"Distal Intergenic"	"Btg1"	-101256	"bCAT_bCAT"
"2677"	"chr10"	96617371	96617620	"Promoter"	"Btg1"	370	"bCAT_bCAT"
"2678"	"chr10"	96646361	96646591	"Distal Intergenic"	"Btg1"	29360	"bCAT_bCAT"
"2679"	"chr10"	96663050	96663340	"Distal Intergenic"	"Btg1"	46049	"bCAT_bCAT"
"2680"	"chr10"	97715357	97715833	"Promoter"	"4930525C09Rik"	585	"bCAT_bCAT"
"2681"	"chr10"	98926837	98927036	"Intron"	"Atp2b1"	11685	"bCAT_bCAT"
"2682"	"chr10"	99047306	99047507	"Distal Intergenic"	"Poc1b"	-59664	"bCAT_bCAT"
"2683"	"chr10"	99229349	99229727	"Distal Intergenic"	"Dusp6"	-33504	"bCAT_bCAT"
"2684"	"chr10"	102616150	102616588	"Distal Intergenic"	"Rassf9"	103928	"bCAT_bCAT"
"2685"	"chr10"	105567388	105567653	"Intron"	"Tmtc2"	6826	"bCAT_bCAT"
"2686"	"chr10"	105841287	105841538	"Promoter"	"Mettl25"	0	"bCAT_bCAT"
"2687"	"chr10"	108299902	108300344	"Distal Intergenic"	"Pawr"	-31845	"bCAT_bCAT"
"2688"	"chr10"	108428383	108428745	"Distal Intergenic"	"Pawr"	95695	"bCAT_bCAT"
"2689"	"chr10"	110920258	110920691	"Promoter"	"Csrp2"	82	"bCAT_bCAT"
"2690"	"chr10"	111335714	111336282	"Distal Intergenic"	"Bbs10"	37035	"bCAT_bCAT"
"2691"	"chr10"	111558748	111560492	"Distal Intergenic"	"4933440J02Rik"	33781	"bCAT_bCAT"
"2692"	"chr10"	111572609	111573104	"Distal Intergenic"	"4933440J02Rik"	21169	"bCAT_bCAT"
"2693"	"chr10"	111576055	111576324	"Distal Intergenic"	"4933440J02Rik"	17949	"bCAT_bCAT"
"2694"	"chr10"	111578627	111578967	"Distal Intergenic"	"4933440J02Rik"	15306	"bCAT_bCAT"
"2695"	"chr10"	111600954	111601444	"Distal Intergenic"	"4933440J02Rik"	-6681	"bCAT_bCAT"
"2696"	"chr10"	111739752	111740308	"Distal Intergenic"	"Gm20758"	134068	"bCAT_bCAT"
"2697"	"chr10"	111834910	111835188	"Distal Intergenic"	"Gm20758"	39188	"bCAT_bCAT"
"2698"	"chr10"	115484471	115484972	"Intron"	"Zfc3h1"	57166	"bCAT_bCAT"
"2699"	"chr10"	115505823	115506168	"Intron"	"A930009A15Rik"	-63818	"bCAT_bCAT"
"2700"	"chr10"	115585579	115587722	"Promoter"	"Lgr5"	58	"bCAT_bCAT"
"2701"	"chr10"	116253879	116254219	"Intron"	"Ptprb"	-21304	"bCAT_bCAT"
"2702"	"chr10"	116341312	116341680	"Exon"	"Ptprb"	39938	"bCAT_bCAT"
"2703"	"chr10"	116769020	116769567	"Distal Intergenic"	"4930579P08Rik"	39767	"bCAT_bCAT"
"2704"	"chr10"	117292888	117293111	"Promoter"	"Lyz1"	-20	"bCAT_bCAT"
"2705"	"chr10"	117792123	117792391	"Promoter"	"Nup107"	314	"bCAT_bCAT"
"2706"	"chr10"	118141398	118141716	"Promoter"	"Mdm1"	-71	"bCAT_bCAT"
"2707"	"chr10"	118632229	118632691	"Distal Intergenic"	"Ifngas1"	-75704	"bCAT_bCAT"
"2708"	"chr10"	119206347	119207021	"Exon"	"Cand1"	33034	"bCAT_bCAT"
"2709"	"chr10"	120006510	120006896	"Intron"	"Grip1"	13588	"bCAT_bCAT"
"2710"	"chr10"	120208601	120208962	"Promoter"	"Tmbim4"	0	"bCAT_bCAT"
"2711"	"chr10"	120411912	120412504	"Intron"	"9230105E05Rik"	22389	"bCAT_bCAT"
"2712"	"chr10"	120417615	120417844	"Intron"	"9230105E05Rik"	28092	"bCAT_bCAT"
"2713"	"chr10"	120552309	120552864	"Distal Intergenic"	"Hmga2"	-75374	"bCAT_bCAT"
"2714"	"chr10"	120557945	120558580	"Distal Intergenic"	"Hmga2"	-81010	"bCAT_bCAT"
"2715"	"chr10"	120872018	120872881	"Intron"	"Gm15910"	14389	"bCAT_bCAT"
"2716"	"chr10"	120979646	120979930	"Promoter"	"Lemd3"	-316	"bCAT_bCAT"
"2717"	"chr10"	121429402	121429887	"Intron"	"Gns"	46287	"bCAT_bCAT"
"2718"	"chr10"	122910730	122911204	"Intron"	"Mirlet7i"	74520	"bCAT_bCAT"
"2719"	"chr10"	122931146	122931441	"Intron"	"Mirlet7i"	54283	"bCAT_bCAT"
"2720"	"chr10"	123076692	123076891	"Promoter"	"Mon2"	-187	"bCAT_bCAT"
"2721"	"chr10"	126971461	126972349	"Distal Intergenic"	"Ctdsp2"	-6368	"bCAT_bCAT"
"2722"	"chr10"	127289185	127289533	"Promoter"	"Mbd6"	-414	"bCAT_bCAT"
"2723"	"chr10"	127677121	127677320	"Promoter"	"Nemp1"	56	"bCAT_bCAT"
"2724"	"chr10"	127763787	127764126	"Intron"	"Rdh1"	4024	"bCAT_bCAT"
"2725"	"chr10"	127764830	127765029	"Exon"	"Rdh1"	5067	"bCAT_bCAT"
"2726"	"chr10"	128367745	128368664	"Promoter"	"Coq10a"	1373	"bCAT_bCAT"
"2727"	"chr10"	128441882	128442088	"Distal Intergenic"	"Mir8105"	-16592	"bCAT_bCAT"
"2728"	"chr10"	128614299	128614580	"Distal Intergenic"	"Rps26"	11926	"bCAT_bCAT"
"2729"	"chr11"	3509815	3510043	"Distal Intergenic"	"Selenom"	-4659	"bCAT_bCAT"
"2730"	"chr11"	4675311	4675884	"Intron"	"Uqcr10"	28460	"bCAT_bCAT"
"2731"	"chr11"	4963223	4963583	"Intron"	"Nefh"	-15159	"bCAT_bCAT"
"2732"	"chr11"	5297079	5297452	"Intron"	"Kremen1"	-35469	"bCAT_bCAT"
"2733"	"chr11"	5411349	5413062	"Intron"	"Znrf3"	-29609	"bCAT_bCAT"
"2734"	"chr11"	5415187	5416053	"Intron"	"Znrf3"	28794	"bCAT_bCAT"
"2735"	"chr11"	5444681	5445120	"Promoter"	"Znrf3"	0	"bCAT_bCAT"
"2736"	"chr11"	5499390	5499915	"Distal Intergenic"	"Xbp1"	-20726	"bCAT_bCAT"
"2737"	"chr11"	5782598	5782816	"Intron"	"Dbnl"	-5667	"bCAT_bCAT"
"2738"	"chr11"	6443225	6443519	"Promoter"	"H2afv"	924	"bCAT_bCAT"
"2739"	"chr11"	7764443	7764747	"Distal Intergenic"	"Igfbp3"	-550520	"bCAT_bCAT"
"2740"	"chr11"	8558760	8559307	"Intron"	"Tns3"	-90257	"bCAT_bCAT"
"2741"	"chr11"	8641153	8642626	"Intron"	"Tns3"	21909	"bCAT_bCAT"
"2742"	"chr11"	12479932	12480303	"Distal Intergenic"	"Cobl"	-14972	"bCAT_bCAT"
"2743"	"chr11"	18747638	18747996	"Distal Intergenic"	"Meis1"	270973	"bCAT_bCAT"
"2744"	"chr11"	19849502	19850121	"Distal Intergenic"	"Spred2"	-74321	"bCAT_bCAT"
"2745"	"chr11"	20346442	20346735	"Distal Intergenic"	"Slc1a4"	-13729	"bCAT_bCAT"
"2746"	"chr11"	20395844	20396913	"Distal Intergenic"	"Slc1a4"	-63131	"bCAT_bCAT"
"2747"	"chr11"	20553011	20553852	"Intron"	"Sertad2"	9758	"bCAT_bCAT"
"2748"	"chr11"	21092069	21092343	"Promoter"	"Peli1"	0	"bCAT_bCAT"
"2749"	"chr11"	21306991	21307457	"Exon"	"Mir1933"	37218	"bCAT_bCAT"
"2750"	"chr11"	21427613	21427960	"Distal Intergenic"	"Ugp2"	-56346	"bCAT_bCAT"
"2751"	"chr11"	22002982	22003805	"Promoter"	"Otx1"	-1331	"bCAT_bCAT"
"2752"	"chr11"	23498245	23498557	"Promoter"	"Ahsa2"	-206	"bCAT_bCAT"
"2753"	"chr11"	24074280	24074799	"Distal Intergenic"	"Bcl11a"	-3257	"bCAT_bCAT"
"2754"	"chr11"	24127294	24127493	"Intron"	"Bcl11a"	46599	"bCAT_bCAT"
"2755"	"chr11"	24569671	24569909	"Exon"	"4933430M04Rik"	87762	"bCAT_bCAT"
"2756"	"chr11"	26961560	26961808	"Distal Intergenic"	"Gm12070"	176452	"bCAT_bCAT"
"2757"	"chr11"	31809990	31810350	"Intron"	"D630024D03Rik"	14197	"bCAT_bCAT"
"2758"	"chr11"	35832174	35832535	"Promoter"	"Rars"	1993	"bCAT_bCAT"
"2759"	"chr11"	35979829	35980078	"Promoter"	"Wwc1"	11	"bCAT_bCAT"
"2760"	"chr11"	43069112	43069321	"Distal Intergenic"	"Atp10b"	-80556	"bCAT_bCAT"
"2761"	"chr11"	43546048	43546475	"Intron"	"Ccnjl"	17299	"bCAT_bCAT"
"2762"	"chr11"	43626229	43627141	"Distal Intergenic"	"Fabp6"	-24667	"bCAT_bCAT"
"2763"	"chr11"	44469744	44470026	"Promoter"	"Ublcp1"	522	"bCAT_bCAT"
"2764"	"chr11"	49128563	49128983	"Intron"	"Olfr56"	10942	"bCAT_bCAT"
"2765"	"chr11"	50930983	50931893	"Promoter"	"Zfp354b"	0	"bCAT_bCAT"
"2766"	"chr11"	51615335	51615711	"Distal Intergenic"	"Nhp2"	-4062	"bCAT_bCAT"
"2767"	"chr11"	51688877	51689097	"Promoter"	"0610009B22Rik"	-243	"bCAT_bCAT"
"2768"	"chr11"	52230599	52231359	"Promoter"	"Skp1a"	-636	"bCAT_bCAT"
"2769"	"chr11"	52282345	52284890	"Promoter"	"Tcf7"	0	"bCAT_bCAT"
"2770"	"chr11"	52919701	52920048	"Intron"	"Fstl4"	154995	"bCAT_bCAT"
"2771"	"chr11"	53423044	53423247	"Promoter"	"Leap2"	0	"bCAT_bCAT"
"2772"	"chr11"	53450410	53450819	"Distal Intergenic"	"Shroom1"	-6386	"bCAT_bCAT"
"2773"	"chr11"	53896907	53897548	"Distal Intergenic"	"Slc22a5"	-5204	"bCAT_bCAT"
"2774"	"chr11"	54056005	54056262	"Exon"	"Pdlim4"	12755	"bCAT_bCAT"
"2775"	"chr11"	54595136	54595353	"Promoter"	"Rapgef6"	-793	"bCAT_bCAT"
"2776"	"chr11"	55313811	55314210	"Promoter"	"Fat2"	-1554	"bCAT_bCAT"
"2777"	"chr11"	58631694	58632217	"Distal Intergenic"	"Olfr323"	-5650	"bCAT_bCAT"
"2778"	"chr11"	60108760	60109133	"Intron"	"Rai1"	3747	"bCAT_bCAT"
"2779"	"chr11"	61174293	61175118	"Promoter"	"Usp22"	0	"bCAT_bCAT"
"2780"	"chr11"	61267076	61267411	"Promoter"	"Aldh3a2"	0	"bCAT_bCAT"
"2781"	"chr11"	61674257	61675118	"Intron"	"Fam83g"	-9292	"bCAT_bCAT"
"2782"	"chr11"	62539292	62539543	"Promoter"	"Cenpv"	-31	"bCAT_bCAT"
"2783"	"chr11"	62556742	62557605	"Distal Intergenic"	"Ubb"	5011	"bCAT_bCAT"
"2784"	"chr11"	68136368	68137028	"Intron"	"Mir6406"	-83864	"bCAT_bCAT"
"2785"	"chr11"	68864976	68865242	"Intron"	"Ndel1"	6613	"bCAT_bCAT"
"2786"	"chr11"	68979563	68979886	"Distal Intergenic"	"Rangrf"	-4378	"bCAT_bCAT"
"2787"	"chr11"	69117490	69118562	"Promoter"	"Hes7"	-1891	"bCAT_bCAT"
"2788"	"chr11"	69443398	69443717	"Intron"	"Kdm6b"	-29725	"bCAT_bCAT"
"2789"	"chr11"	69662315	69662660	"Promoter"	"Mpdu1"	0	"bCAT_bCAT"
"2790"	"chr11"	69970651	69970918	"Exon"	"Cldn7"	5230	"bCAT_bCAT"
"2791"	"chr11"	70069866	70070363	"Distal Intergenic"	"Asgr1"	15168	"bCAT_bCAT"
"2792"	"chr11"	72467114	72467434	"Intron"	"Spns2"	7593	"bCAT_bCAT"
"2793"	"chr11"	73048187	73048451	"Promoter"	"Ncbp3"	320	"bCAT_bCAT"
"2794"	"chr11"	74644496	74644954	"Distal Intergenic"	"Cluh"	-4541	"bCAT_bCAT"
"2795"	"chr11"	74830889	74831546	"Promoter"	"Mnt"	0	"bCAT_bCAT"
"2796"	"chr11"	75190343	75190667	"Promoter"	"Ovca2"	0	"bCAT_bCAT"
"2797"	"chr11"	75206507	75206767	"Intron"	"Rtn4rl1"	12514	"bCAT_bCAT"
"2798"	"chr11"	75733070	75733317	"Promoter"	"Ywhae"	183	"bCAT_bCAT"
"2799"	"chr11"	75965766	75966473	"Distal Intergenic"	"1700016K19Rik"	-33439	"bCAT_bCAT"
"2800"	"chr11"	76406772	76407087	"Promoter"	"Timm22"	0	"bCAT_bCAT"
"2801"	"chr11"	77280202	77280525	"Exon"	"Ssh2"	63777	"bCAT_bCAT"
"2802"	"chr11"	77981906	77982394	"Promoter"	"Phf12"	-422	"bCAT_bCAT"
"2803"	"chr11"	78289435	78289809	"Promoter"	"BC030499"	-1032	"bCAT_bCAT"
"2804"	"chr11"	78848867	78849357	"Distal Intergenic"	"Lyrm9"	22272	"bCAT_bCAT"
"2805"	"chr11"	78850489	78852150	"Distal Intergenic"	"Lyrm9"	23894	"bCAT_bCAT"
"2806"	"chr11"	79229395	79230137	"Distal Intergenic"	"Wsb1"	13438	"bCAT_bCAT"
"2807"	"chr11"	79965811	79966038	"Distal Intergenic"	"Utp6"	-3424	"bCAT_bCAT"
"2808"	"chr11"	80476421	80476628	"Promoter"	"Cdk5r1"	-418	"bCAT_bCAT"
"2809"	"chr11"	82915033	82915551	"Exon"	"Unc45b"	3353	"bCAT_bCAT"
"2810"	"chr11"	83882889	83883192	"Intron"	"Hnf1b"	29929	"bCAT_bCAT"
"2811"	"chr11"	83908191	83909162	"Distal Intergenic"	"Ddx52"	-32928	"bCAT_bCAT"
"2812"	"chr11"	84016194	84016546	"Intron"	"Synrg"	-2655	"bCAT_bCAT"
"2813"	"chr11"	84916330	84916582	"Promoter"	"Znhit3"	0	"bCAT_bCAT"
"2814"	"chr11"	85775557	85776203	"Promoter"	"Bcas3os2"	0	"bCAT_bCAT"
"2815"	"chr11"	85799819	85800199	"Intron"	"Bcas3"	-13801	"bCAT_bCAT"
"2816"	"chr11"	86603232	86603662	"Intron"	"Mir21a"	-19074	"bCAT_bCAT"
"2817"	"chr11"	87680731	87681153	"Intron"	"Rnf43"	17644	"bCAT_bCAT"
"2818"	"chr11"	87682925	87683533	"Intron"	"1110028F11Rik"	-15991	"bCAT_bCAT"
"2819"	"chr11"	87688688	87690343	"Intron"	"1110028F11Rik"	-9181	"bCAT_bCAT"
"2820"	"chr11"	87696958	87697475	"Promoter"	"1110028F11Rik"	-2049	"bCAT_bCAT"
"2821"	"chr11"	87700853	87701222	"Promoter"	"1110028F11Rik"	1329	"bCAT_bCAT"
"2822"	"chr11"	87709557	87710296	"Intron"	"1110028F11Rik"	10033	"bCAT_bCAT"
"2823"	"chr11"	88153917	88154271	"Intron"	"Cuedc1"	-7990	"bCAT_bCAT"
"2824"	"chr11"	88613114	88613370	"Intron"	"0610039H22Rik"	-5881	"bCAT_bCAT"
"2825"	"chr11"	89186057	89187123	"Distal Intergenic"	"Gm525"	112216	"bCAT_bCAT"
"2826"	"chr11"	90249560	90250361	"Promoter"	"Mmd"	755	"bCAT_bCAT"
"2827"	"chr11"	90558495	90558958	"Intron"	"Stxbp4"	-9508	"bCAT_bCAT"
"2828"	"chr11"	93601810	93602247	"Distal Intergenic"	"Utp18"	283519	"bCAT_bCAT"
"2829"	"chr11"	93995259	93995755	"Promoter"	"Spag9"	-336	"bCAT_bCAT"
"2830"	"chr11"	94997525	94997827	"Promoter"	"Ppp1r9b"	1461	"bCAT_bCAT"
"2831"	"chr11"	95189308	95189605	"Distal Intergenic"	"Dlx4"	-43507	"bCAT_bCAT"
"2832"	"chr11"	95189729	95190113	"Distal Intergenic"	"Dlx4"	-43928	"bCAT_bCAT"
"2833"	"chr11"	95823968	95824712	"Promoter"	"Phospho1"	0	"bCAT_bCAT"
"2834"	"chr11"	96316391	96316890	"Promoter"	"Mir10a"	-275	"bCAT_bCAT"
"2835"	"chr11"	96319215	96319649	"Promoter"	"Hoxb4"	948	"bCAT_bCAT"
"2836"	"chr11"	96928695	96929135	"Promoter"	"Prr15l"	-189	"bCAT_bCAT"
"2837"	"chr11"	97188752	97189232	"Promoter"	"Kpnb1"	-860	"bCAT_bCAT"
"2838"	"chr11"	97575225	97575585	"Promoter"	"Srcin1"	-99	"bCAT_bCAT"
"2839"	"chr11"	97661443	97662734	"Promoter"	"Mllt6"	-678	"bCAT_bCAT"
"2840"	"chr11"	97797413	97797670	"Promoter"	"Lasp1"	-2002	"bCAT_bCAT"
"2841"	"chr11"	98193390	98193949	"Promoter"	"Med1"	-97	"bCAT_bCAT"
"2842"	"chr11"	98445971	98446792	"Promoter"	"Grb7"	-42	"bCAT_bCAT"
"2843"	"chr11"	98587067	98588281	"Promoter"	"Ormdl3"	0	"bCAT_bCAT"
"2844"	"chr11"	98682297	98682684	"Promoter"	"Psmd3"	0	"bCAT_bCAT"
"2845"	"chr11"	98740649	98741109	"Promoter"	"Thra"	-676	"bCAT_bCAT"
"2846"	"chr11"	98748295	98748885	"Intron"	"Thra"	-4405	"bCAT_bCAT"
"2847"	"chr11"	98775439	98776145	"Promoter"	"Nr1d1"	-62	"bCAT_bCAT"
"2848"	"chr11"	98776313	98776681	"Promoter"	"Nr1d1"	-936	"bCAT_bCAT"
"2849"	"chr11"	99063544	99064150	"Downstream"	"Tns4"	11191	"bCAT_bCAT"
"2850"	"chr11"	99104873	99105678	"Distal Intergenic"	"Tns4"	-15567	"bCAT_bCAT"
"2851"	"chr11"	99112465	99113751	"Distal Intergenic"	"Tns4"	-23159	"bCAT_bCAT"
"2852"	"chr11"	99473452	99473705	"Distal Intergenic"	"Krt23"	13086	"bCAT_bCAT"
"2853"	"chr11"	99493540	99493901	"Promoter"	"Krt23"	-430	"bCAT_bCAT"
"2854"	"chr11"	99514009	99514414	"Downstream"	"Krt39"	6844	"bCAT_bCAT"
"2855"	"chr11"	99521311	99521901	"Promoter"	"Krt39"	-53	"bCAT_bCAT"
"2856"	"chr11"	100047303	100047553	"Intron"	"Krt31"	2998	"bCAT_bCAT"
"2857"	"chr11"	101094431	101095292	"Promoter"	"Psmc3ip"	94	"bCAT_bCAT"
"2858"	"chr11"	101783923	101784325	"Promoter"	"Etv4"	22	"bCAT_bCAT"
"2859"	"chr11"	101784552	101785100	"Promoter"	"Etv4"	0	"bCAT_bCAT"
"2860"	"chr11"	102248621	102249556	"Promoter"	"BC030867"	0	"bCAT_bCAT"
"2861"	"chr11"	106486345	106487043	"Promoter"	"Ern1"	753	"bCAT_bCAT"
"2862"	"chr11"	106787660	106788108	"Promoter"	"Ddx5"	386	"bCAT_bCAT"
"2863"	"chr11"	108527919	108528518	"Intron"	"Cep112"	102653	"bCAT_bCAT"
"2864"	"chr11"	108751766	108751996	"Intron"	"Cep112"	69157	"bCAT_bCAT"
