Contrast	Geneid	log2FoldChange	padj	DEG
312552	Cell2 - Cond1 vs Cond4	Zmynd10	0.07	NA	NS
281724	Cell2 - Cond1 vs Cond4	Mmadhc	-0.4	0.0787600780711295	NS
190335	Cell2 - Cond1 vs Cond2	Vmn1r32	-0.01	NA	NS
84483	Cell1 - Cond1 vs Cond3	Gm15543	0.05	NA	NS
447215	Cell2 - Cond4 vs Cond3	Epg5	-0.01	0.883056914904165	NS
297563	Cell2 - Cond1 vs Cond4	Gm37202	-0.05	NA	NS
102623	Cell1 - Cond1 vs Cond3	Gm15799	0.07	NA	NS
489346	Cell2 - Cond4 vs Cond3	Stx19	0	NA	NS
391845	Cell2 - Cond2 vs Cond4	Lmcd1	-0.64	0.108201863964651	NS
164060	Cell1 - Cond2 vs Cond3	Gm6088	0.05	NA	NS
262975	Cell2 - Cond1 vs Cond3	Gm44322	NA	NA	NS
244862	Cell2 - Cond1 vs Cond3	Mup6	-0.07	NA	NS
249324	Cell2 - Cond1 vs Cond3	Igkv12-67	0.05	NA	NS
130692	Cell1 - Cond2 vs Cond3	Mybpc3	0.07	NA	NS
172978	Cell2 - Cond1 vs Cond2	Gm43712	-0.03	0.940919888692166	NS
410898	Cell2 - Cond2 vs Cond4	Pramel1	0.02	NA	NS
400560	Cell2 - Cond2 vs Cond4	Zcchc8	-0.08	0.847063353510572	NS
312391	Cell2 - Cond1 vs Cond4	2610303G11Rik	-0.01	NA	NS
104686	Cell1 - Cond1 vs Cond3	Cntnap5c	-0.44	NA	NS
166610	Cell2 - Cond1 vs Cond2	Slc9a3	1.07	0.0209938228013442	Upregulated
342663	Cell2 - Cond2 vs Cond3	Zfp324	0.33	0.517510962370711	NS
272417	Cell2 - Cond1 vs Cond3	Olfr1460-ps1	NA	NA	NS
90473	Cell1 - Cond1 vs Cond3	Thy1	0.62	NA	NS
295905	Cell2 - Cond1 vs Cond4	Gm23731	-0.01	NA	NS
399291	Cell2 - Cond2 vs Cond4	Araf	0.06	0.725090840259052	NS
350422	Cell2 - Cond2 vs Cond3	Gm13599	NA	NA	NS
352249	Cell2 - Cond2 vs Cond3	4930555M17Rik	0.04	NA	NS
416845	Cell2 - Cond2 vs Cond4	Zfp568	0.03	NA	NS
216569	Cell2 - Cond1 vs Cond2	Zfpl1	0.05	NA	NS
180208	Cell2 - Cond1 vs Cond2	Kcnj3	0	NA	NS
394713	Cell2 - Cond2 vs Cond4	Trpm1	0.26	0.315914980840832	NS
433371	Cell2 - Cond2 vs Cond4	4930548G14Rik	0.06	NA	NS
316482	Cell2 - Cond1 vs Cond4	Gm11689	-0.03	NA	NS
160404	Cell1 - Cond2 vs Cond3	AC166350.1	0.03	NA	NS
235153	Cell2 - Cond1 vs Cond3	Cyp39a1	0.23	0.753826934604555	NS
211599	Cell2 - Cond1 vs Cond2	Gm24056	0.01	NA	NS
66320	Cell1 - Cond1 vs Cond3	Slc29a2	0.29	0.485128676833372	NS
290418	Cell2 - Cond1 vs Cond4	Gm13166	-0.13	0.839186200945053	NS
274781	Cell2 - Cond1 vs Cond3	A730046J19Rik	0.05	NA	NS
190076	Cell2 - Cond1 vs Cond2	Mir6371	NA	NA	NS
17933	Cell1 - Cond1 vs Cond2	Mir670	NA	NA	NS
104167	Cell1 - Cond1 vs Cond3	CR974462.4	-0.18	NA	NS
73545	Cell1 - Cond1 vs Cond3	Gm23963	NA	NA	NS
164638	Cell1 - Cond2 vs Cond3	Gm29534	NA	NA	NS
197864	Cell2 - Cond1 vs Cond2	Gm7344	0	NA	NS
205988	Cell2 - Cond1 vs Cond2	Hhipl1	-0.01	NA	NS
126828	Cell1 - Cond2 vs Cond3	Myo1c	0.01	0.99186864328156	NS
23384	Cell1 - Cond1 vs Cond2	1700015F17Rik	0.01	NA	NS
311199	Cell2 - Cond1 vs Cond4	Gm47674	0.06	NA	NS
143689	Cell1 - Cond2 vs Cond3	Gm38321	0.03	NA	NS
495169	Cell2 - Cond4 vs Cond3	Gm8692	0	NA	NS
367947	Cell2 - Cond2 vs Cond3	Gm42527	0.04	NA	NS
21681	Cell1 - Cond1 vs Cond2	Gm21586	NA	NA	NS
141777	Cell1 - Cond2 vs Cond3	1700025L06Rik	0.04	NA	NS
330836	Cell2 - Cond1 vs Cond4	Gm20910	NA	NA	NS
252531	Cell2 - Cond1 vs Cond3	Gm22584	NA	NA	NS
351942	Cell2 - Cond2 vs Cond3	Snx21	-0.13	NA	NS
204074	Cell2 - Cond1 vs Cond2	Myl4	0.04	NA	NS
290992	Cell2 - Cond1 vs Cond4	Lig4	0.05	0.897069050505073	NS
132615	Cell1 - Cond2 vs Cond3	Gm22073	NA	NA	NS
243727	Cell2 - Cond1 vs Cond3	Gm23750	0.07	NA	NS
123313	Cell1 - Cond2 vs Cond3	Ap1g1	0.12	0.618527452273889	NS
349694	Cell2 - Cond2 vs Cond3	Gm25316	NA	NA	NS
391140	Cell2 - Cond2 vs Cond4	Gbf1	0.53	0.0703870868300036	NS
249790	Cell2 - Cond1 vs Cond3	Gm44803	0.02	NA	NS
109530	Cell1 - Cond1 vs Cond3	Gm36468	NA	NA	NS
363218	Cell2 - Cond2 vs Cond3	Gm20415	NA	NA	NS
44621	Cell1 - Cond1 vs Cond2	Trdv4	0.01	NA	NS
324576	Cell2 - Cond1 vs Cond4	Gm24861	NA	NA	NS
373227	Cell2 - Cond2 vs Cond3	Gm44324	0	NA	NS
371568	Cell2 - Cond2 vs Cond3	Gm11617	-0.04	NA	NS
238319	Cell2 - Cond1 vs Cond3	C030007H22Rik	0.07	NA	NS
408457	Cell2 - Cond2 vs Cond4	Gm15986	0	NA	NS
176579	Cell2 - Cond1 vs Cond2	Gm38264	-0.01	NA	NS
216848	Cell2 - Cond1 vs Cond2	Olfr1471	0	NA	NS
231054	Cell2 - Cond1 vs Cond3	Rps11	-0.4	0.327892195916864	NS
424871	Cell2 - Cond2 vs Cond4	Gm9045	NA	NA	NS
285654	Cell2 - Cond1 vs Cond4	Larp7	-0.2	0.362743467807111	NS
318549	Cell2 - Cond1 vs Cond4	Gm6768	-0.04	NA	NS
99900	Cell1 - Cond1 vs Cond3	Gm49110	NA	NA	NS
85986	Cell1 - Cond1 vs Cond3	Klk1b11	0.06	NA	NS
379196	Cell2 - Cond2 vs Cond3	Rimbp3	-0.01	NA	NS
166691	Cell2 - Cond1 vs Cond2	Baiap2l2	-0.59	0.0337591490680278	NS
145904	Cell1 - Cond2 vs Cond3	Olfr905	-0.01	NA	NS
248372	Cell2 - Cond1 vs Cond3	Mir653	NA	NA	NS
296837	Cell2 - Cond1 vs Cond4	Gm14250	NA	NA	NS
120754	Cell1 - Cond2 vs Cond3	Gm15903	0.39	0.375320085865866	NS
262619	Cell2 - Cond1 vs Cond3	Gm48665	0.05	NA	NS
350286	Cell2 - Cond2 vs Cond3	Gm13483	-0.02	NA	NS
404960	Cell2 - Cond2 vs Cond4	Olfr353	-0.01	NA	NS
6063	Cell1 - Cond1 vs Cond2	Hes2	-0.2	0.402924701845725	NS
412673	Cell2 - Cond2 vs Cond4	Galnt9	0.07	NA	NS
488944	Cell2 - Cond4 vs Cond3	Gm15703	0	NA	NS
375860	Cell2 - Cond2 vs Cond3	Gm10406	0.04	NA	NS
282429	Cell2 - Cond1 vs Cond4	Slc22a1	-0.52	0.116524963208617	NS
425855	Cell2 - Cond2 vs Cond4	Gm24939	NA	NA	NS
319054	Cell2 - Cond1 vs Cond4	Gm11357	0.04	NA	NS
394754	Cell2 - Cond2 vs Cond4	Mtmr3	0.27	0.320293813090535	NS
194817	Cell2 - Cond1 vs Cond2	Gm18255	0	NA	NS
458180	Cell2 - Cond4 vs Cond3	Gstm5	-0.01	NA	NS
386030	Cell2 - Cond2 vs Cond3	Gm29524	NA	NA	NS
115769	Cell1 - Cond2 vs Cond3	Oaz1	-0.66	0.0417030126563103	NS
97238	Cell1 - Cond1 vs Cond3	Ighv8-13	NA	NA	NS
196342	Cell2 - Cond1 vs Cond2	Nsd3	0	NA	NS
90108	Cell1 - Cond1 vs Cond3	Spata19	0.03	NA	NS
35570	Cell1 - Cond1 vs Cond2	Tgm4	-0.03	NA	NS
401104	Cell2 - Cond2 vs Cond4	Mfap1b	0.11	0.900177281787486	NS
257337	Cell2 - Cond1 vs Cond3	Gm37282	NA	NA	NS
333801	Cell2 - Cond2 vs Cond3	Fabp1	-0.84	0.00162547028082942	NS
345211	Cell2 - Cond2 vs Cond3	Mnat1	0.07	0.769845184981939	NS
39315	Cell1 - Cond1 vs Cond2	Abca5	-0.09	NA	NS
378070	Cell2 - Cond2 vs Cond3	4930447A16Rik	0.03	NA	NS
142463	Cell1 - Cond2 vs Cond3	Cpeb1	0.01	NA	NS
121465	Cell1 - Cond2 vs Cond3	Gas6	0.28	0.441500007639723	NS
262476	Cell2 - Cond1 vs Cond3	D030025P21Rik	-0.07	NA	NS
109646	Cell1 - Cond1 vs Cond3	Gm29580	NA	NA	NS
246798	Cell2 - Cond1 vs Cond3	Gm42413	NA	NA	NS
301198	Cell2 - Cond1 vs Cond4	Gm43358	NA	NA	NS
345462	Cell2 - Cond2 vs Cond3	Gm13689	-0.09	0.794507120668543	NS
88849	Cell1 - Cond1 vs Cond3	Gm45636	NA	NA	NS
218821	Cell2 - Cond1 vs Cond2	Gm6184	0.01	NA	NS
52749	Cell1 - Cond1 vs Cond2	Gm5402	-0.04	NA	NS
20299	Cell1 - Cond1 vs Cond2	Gm37245	-0.01	NA	NS
174702	Cell2 - Cond1 vs Cond2	Tbcd	-0.07	0.978107978859746	NS
68339	Cell1 - Cond1 vs Cond3	Med25	-0.14	0.690986073209871	NS
394998	Cell2 - Cond2 vs Cond4	Mon1b	0.36	0.337842646337519	NS
112193	Cell1 - Cond2 vs Cond3	Ap2s1	-0.74	5.88825679127397e-05	NS
81411	Cell1 - Cond1 vs Cond3	Gm8258	0.01	NA	NS
140296	Cell1 - Cond2 vs Cond3	Gm45013	NA	NA	NS
108810	Cell1 - Cond1 vs Cond3	Gm15112	NA	NA	NS
319025	Cell2 - Cond1 vs Cond4	4932702P03Rik	0.02	NA	NS
382288	Cell2 - Cond2 vs Cond3	AC147219.2	-0.01	NA	NS
36273	Cell1 - Cond1 vs Cond2	Pln	NA	NA	NS
318134	Cell2 - Cond1 vs Cond4	Mir411	NA	NA	NS
245340	Cell2 - Cond1 vs Cond3	Glis1	0.15	NA	NS
239432	Cell2 - Cond1 vs Cond3	Gm37664	-0.07	NA	NS
406403	Cell2 - Cond2 vs Cond4	Gm22731	NA	NA	NS
160549	Cell1 - Cond2 vs Cond3	AC163101.2	0.02	NA	NS
448922	Cell2 - Cond4 vs Cond3	Gmeb2	0	0.959134986628913	NS
342861	Cell2 - Cond2 vs Cond3	Vps13c	0.26	0.538905621855374	NS
102420	Cell1 - Cond1 vs Cond3	Olfr15	-0.22	NA	NS
357741	Cell2 - Cond2 vs Cond3	Gm8508	0	NA	NS
174630	Cell2 - Cond1 vs Cond2	Gm17494	-0.02	0.977456721218703	NS
493025	Cell2 - Cond4 vs Cond3	AC122861.2	0	NA	NS
436209	Cell2 - Cond2 vs Cond4	Gm8877	0	NA	NS
18011	Cell1 - Cond1 vs Cond2	Gm13885	-0.02	NA	NS
387687	Cell2 - Cond2 vs Cond4	Tcf4	1.09	3.49509100058027e-06	Upregulated
456180	Cell2 - Cond4 vs Cond3	Gm14261	0	NA	NS
472429	Cell2 - Cond4 vs Cond3	Gm9619	0	NA	NS
105936	Cell1 - Cond1 vs Cond3	AC127256.2	-0.13	NA	NS
20749	Cell1 - Cond1 vs Cond2	S1pr1	0.04	NA	NS
280996	Cell2 - Cond1 vs Cond4	Aurkaip1	-0.5	0.0489104278277909	NS
351441	Cell2 - Cond2 vs Cond3	Tgm3	0.09	NA	NS
459185	Cell2 - Cond4 vs Cond3	Gm11918	0	NA	NS
486119	Cell2 - Cond4 vs Cond3	Nupl1	0	NA	NS
418978	Cell2 - Cond2 vs Cond4	Scnn1g	0.05	NA	NS
419594	Cell2 - Cond2 vs Cond4	A230072I06Rik	-0.03	NA	NS
485828	Cell2 - Cond4 vs Cond3	Trav7-5	0	NA	NS
60092	Cell1 - Cond1 vs Cond3	Gpx4	-0.68	0.0269148477237004	NS
101201	Cell1 - Cond1 vs Cond3	Gm2310	0.03	NA	NS
342985	Cell2 - Cond2 vs Cond3	Usp45	-0.22	0.551663073575734	NS
130681	Cell1 - Cond2 vs Cond3	Olfr1273-ps	-0.01	NA	NS
374142	Cell2 - Cond2 vs Cond3	Hist1h2an	-0.07	NA	NS
83259	Cell1 - Cond1 vs Cond3	Igkv5-39	NA	NA	NS
257412	Cell2 - Cond1 vs Cond3	n-R5s89	NA	NA	NS
427509	Cell2 - Cond2 vs Cond4	Gm23529	NA	NA	NS
332047	Cell2 - Cond2 vs Cond3	Sorbs2	3.34	1.0960248370575e-80	Upregulated
239135	Cell2 - Cond1 vs Cond3	Gm2343	-0.07	NA	NS
496198	Cell2 - Cond4 vs Cond3	Wnk3	0	NA	NS
343977	Cell2 - Cond2 vs Cond3	4930513N20Rik	-0.25	0.648925075939242	NS
290114	Cell2 - Cond1 vs Cond4	Impdh1	0.15	0.807861960876004	NS
57976	Cell1 - Cond1 vs Cond3	Cdc42ep2	-2.29	0.00126986452831839	Downregulated
455286	Cell2 - Cond4 vs Cond3	Pla2g4e	0	NA	NS
405482	Cell2 - Cond2 vs Cond4	Olfr1022	NA	NA	NS
125809	Cell1 - Cond2 vs Cond3	Zfp513	-0.08	0.875960833305258	NS
493416	Cell2 - Cond4 vs Cond3	Tle4	-0.01	NA	NS
40278	Cell1 - Cond1 vs Cond2	Fscb	-0.01	NA	NS
468762	Cell2 - Cond4 vs Cond3	Gm29296	0	NA	NS
307781	Cell2 - Cond1 vs Cond4	Gm30075	-0.01	NA	NS
375094	Cell2 - Cond2 vs Cond3	Gm48705	0.13	NA	NS
410152	Cell2 - Cond2 vs Cond4	Gm12787	0.05	NA	NS
107717	Cell1 - Cond1 vs Cond3	Gm14668	-0.01	NA	NS
365950	Cell2 - Cond2 vs Cond3	Gm10620	0.02	NA	NS
161566	Cell1 - Cond2 vs Cond3	Rps6ka4	-0.25	NA	NS
248443	Cell2 - Cond1 vs Cond3	Gm8744	-0.01	NA	NS
202966	Cell2 - Cond1 vs Cond2	Gm12258	-0.02	NA	NS
406947	Cell2 - Cond2 vs Cond4	2210418O10Rik	NA	NA	NS
104694	Cell1 - Cond1 vs Cond3	Pdzph1	0.04	NA	NS
373729	Cell2 - Cond2 vs Cond3	Ighv8-7	0.04	NA	NS
408639	Cell2 - Cond2 vs Cond4	Gm42457	NA	NA	NS
236276	Cell2 - Cond1 vs Cond3	Gm11639	0.26	0.879924750533648	NS
399773	Cell2 - Cond2 vs Cond4	Rtkn	-0.17	0.770370471347903	NS
361724	Cell2 - Cond2 vs Cond3	Zfp575	0.19	NA	NS
462949	Cell2 - Cond4 vs Cond3	Gm42933	0	NA	NS
327267	Cell2 - Cond1 vs Cond4	AC131065.3	-0.01	NA	NS
410118	Cell2 - Cond2 vs Cond4	Mir872	0	NA	NS
261903	Cell2 - Cond1 vs Cond3	Gm40375	-0.03	NA	NS
80551	Cell1 - Cond1 vs Cond3	E130018O15Rik	-0.16	NA	NS
471560	Cell2 - Cond4 vs Cond3	1700104B16Rik	0	NA	NS
426830	Cell2 - Cond2 vs Cond4	Gm11649	NA	NA	NS
291679	Cell2 - Cond1 vs Cond4	Rbm22	0.04	0.959606388729897	NS
181551	Cell2 - Cond1 vs Cond2	AL731706.1	NA	NA	NS
247405	Cell2 - Cond1 vs Cond3	Gm3286	0.06	NA	NS
352900	Cell2 - Cond2 vs Cond3	Gm16162	0.14	NA	NS
304884	Cell2 - Cond1 vs Cond4	5031434C07Rik	-0.05	NA	NS
304721	Cell2 - Cond1 vs Cond4	Gm44712	0.13	NA	NS
115023	Cell1 - Cond2 vs Cond3	Gm11343	3.84	0.0206297902169853	Upregulated
50099	Cell1 - Cond1 vs Cond2	AC148019.1	-0.01	NA	NS
4091	Cell1 - Cond1 vs Cond2	Pcsk1	0.43	0.221637576800586	NS
58481	Cell1 - Cond1 vs Cond3	Znhit1	-0.58	0.00351997504257381	NS
249912	Cell2 - Cond1 vs Cond3	Gm6064	0.26	NA	NS
277087	Cell2 - Cond1 vs Cond4	Bach1	-1.43	1.5880377778949e-09	Downregulated
134583	Cell1 - Cond2 vs Cond3	Gm11231	0.03	NA	NS
183019	Cell2 - Cond1 vs Cond2	Gm22491	NA	NA	NS
321204	Cell2 - Cond1 vs Cond4	Gm21754	NA	NA	NS
419136	Cell2 - Cond2 vs Cond4	Gm16044	0.03	NA	NS
237112	Cell2 - Cond1 vs Cond3	Gm18169	0.22	0.987389657090872	NS
197441	Cell2 - Cond1 vs Cond2	Gm22063	0	NA	NS
367165	Cell2 - Cond2 vs Cond3	Skor1	0.02	NA	NS
73756	Cell1 - Cond1 vs Cond3	Gm13325	-0.01	NA	NS
180745	Cell2 - Cond1 vs Cond2	Olfr1140	0	NA	NS
82859	Cell1 - Cond1 vs Cond3	Mir6371	NA	NA	NS
340921	Cell2 - Cond2 vs Cond3	Kdm5d	0.27	0.346127386636698	NS
257201	Cell2 - Cond1 vs Cond3	Gm10634	0.07	NA	NS
298364	Cell2 - Cond1 vs Cond4	Gm12488	0.13	NA	NS
254307	Cell2 - Cond1 vs Cond3	Mir7238	NA	NA	NS
207892	Cell2 - Cond1 vs Cond2	Gm48705	-0.01	NA	NS
191008	Cell2 - Cond1 vs Cond2	Gm7812	-0.01	NA	NS
229328	Cell2 - Cond1 vs Cond3	Isg20l2	0.41	0.175630588276833	NS
245463	Cell2 - Cond1 vs Cond3	Toe1	0.01	NA	NS
160820	Cell1 - Cond2 vs Cond3	Pcdhb13	-0.05	NA	NS
181359	Cell2 - Cond1 vs Cond2	Dut	-0.04	NA	NS
33702	Cell1 - Cond1 vs Cond2	Olfr833-ps1	-0.01	NA	NS
168821	Cell2 - Cond1 vs Cond2	Rad51	0.22	0.62849919030699	NS
374248	Cell2 - Cond2 vs Cond3	Vmn1r-ps132	0	NA	NS
196123	Cell2 - Cond1 vs Cond2	Gm44347	NA	NA	NS
220383	Cell2 - Cond1 vs Cond2	Gm29655	NA	NA	NS
331191	Cell2 - Cond1 vs Cond4	Gm28619	NA	NA	NS
85536	Cell1 - Cond1 vs Cond3	Gm10648	-0.07	NA	NS
448406	Cell2 - Cond4 vs Cond3	Gm11545	0.02	0.939300317397276	NS
228385	Cell2 - Cond1 vs Cond3	Frat2	-0.52	0.112593398162221	NS
41462	Cell1 - Cond1 vs Cond2	Gm9279	-0.02	NA	NS
332219	Cell2 - Cond2 vs Cond3	Slc9a2	-1.96	4.81913662350624e-11	Downregulated
488231	Cell2 - Cond4 vs Cond3	Gm5808	0	NA	NS
292083	Cell2 - Cond1 vs Cond4	Gm25227	NA	NA	NS
181422	Cell2 - Cond1 vs Cond2	Chchd5	-0.03	NA	NS
361860	Cell2 - Cond2 vs Cond3	Gm16282	-0.03	NA	NS
488829	Cell2 - Cond4 vs Cond3	Gm23715	0	NA	NS
341076	Cell2 - Cond2 vs Cond3	Spata24	0.37	0.359228822235497	NS
214273	Cell2 - Cond1 vs Cond2	CR974462.4	0.02	NA	NS
443012	Cell2 - Cond4 vs Cond3	Parp8	-0.05	0.0521431213034413	NS
165698	Cell1 - Cond2 vs Cond3	Gm28259	NA	NA	NS
495282	Cell2 - Cond4 vs Cond3	Gm14776	0	NA	NS
495058	Cell2 - Cond4 vs Cond3	Xlr4c	NA	NA	NS
36515	Cell1 - Cond1 vs Cond2	Rsph14	-0.02	NA	NS
152984	Cell1 - Cond2 vs Cond3	Gm48672	0.03	NA	NS
219308	Cell2 - Cond1 vs Cond2	Gm15025	NA	NA	NS
158600	Cell1 - Cond2 vs Cond3	Gm22448	NA	NA	NS
454986	Cell2 - Cond4 vs Cond3	Gm13919	0	NA	NS
286670	Cell2 - Cond1 vs Cond4	Ireb2	0.15	0.464053522876883	NS
81752	Cell1 - Cond1 vs Cond3	Gm42830	0.05	NA	NS
396650	Cell2 - Cond2 vs Cond4	Rpl10	0.25	0.480471686944763	NS
252552	Cell2 - Cond1 vs Cond3	Gm23446	NA	NA	NS
43059	Cell1 - Cond1 vs Cond2	Gm18960	-0.01	NA	NS
50612	Cell1 - Cond1 vs Cond2	AC162463.3	NA	NA	NS
347084	Cell2 - Cond2 vs Cond3	Gm7369	-0.01	NA	NS
82914	Cell1 - Cond1 vs Cond3	Gm43967	-0.13	NA	NS
120440	Cell1 - Cond2 vs Cond3	Pde4a	0.42	0.346993629259599	NS
234726	Cell2 - Cond1 vs Cond3	Hist1h2ak	0.35	0.714948455380884	NS
16520	Cell1 - Cond1 vs Cond2	Mir466c-2	NA	NA	NS
257766	Cell2 - Cond1 vs Cond3	Gm47135	NA	NA	NS
77068	Cell1 - Cond1 vs Cond3	Mir7011	NA	NA	NS
301951	Cell2 - Cond1 vs Cond4	Grxcr1	-0.01	NA	NS
241012	Cell2 - Cond1 vs Cond3	Gm23390	NA	NA	NS
381179	Cell2 - Cond2 vs Cond3	Prickle4	0.06	NA	NS
135066	Cell1 - Cond2 vs Cond3	Gm25137	-0.05	NA	NS
427143	Cell2 - Cond2 vs Cond4	9530020I12Rik	-0.01	NA	NS
20813	Cell1 - Cond1 vs Cond2	Gm10652	-0.02	NA	NS
195126	Cell2 - Cond1 vs Cond2	Olfr471	-0.01	NA	NS
467855	Cell2 - Cond4 vs Cond3	Exosc5	0.02	NA	NS
283510	Cell2 - Cond1 vs Cond4	Sympk	0.56	0.186309555888979	NS
141688	Cell1 - Cond2 vs Cond3	Gm36864	0.17	NA	NS
79951	Cell1 - Cond1 vs Cond3	Zfp534	-0.06	NA	NS
415624	Cell2 - Cond2 vs Cond4	Grin2b	0.14	NA	NS
306218	Cell2 - Cond1 vs Cond4	Gm33626	-0.13	NA	NS
412862	Cell2 - Cond2 vs Cond4	Gm15690	0.12	NA	NS
249770	Cell2 - Cond1 vs Cond3	Wnt7a	0.13	NA	NS
392316	Cell2 - Cond2 vs Cond4	Sez6l2	0.72	0.132701465466808	NS
163774	Cell1 - Cond2 vs Cond3	Gm14907	0.03	NA	NS
25099	Cell1 - Cond1 vs Cond2	Rph3a	-0.02	NA	NS
226198	Cell2 - Cond1 vs Cond3	Thap7	-0.59	0.0297364147653097	NS
96544	Cell1 - Cond1 vs Cond3	Gm10264	-0.01	NA	NS
461675	Cell2 - Cond4 vs Cond3	Gm21846	0	NA	NS
334404	Cell2 - Cond2 vs Cond3	Plekhg5	1.49	0.00572724984870175	Upregulated
50327	Cell1 - Cond1 vs Cond2	Rax	0	NA	NS
88156	Cell1 - Cond1 vs Cond3	Gm44909	NA	NA	NS
216943	Cell2 - Cond1 vs Cond2	Gm3443	0	NA	NS
366894	Cell2 - Cond2 vs Cond3	Gm26306	0	NA	NS
470619	Cell2 - Cond4 vs Cond3	Gm4259	0	NA	NS
151934	Cell1 - Cond2 vs Cond3	Gm47681	0.11	NA	NS
134346	Cell1 - Cond2 vs Cond3	Gm12423	NA	NA	NS
114924	Cell1 - Cond2 vs Cond3	Hsd17b6	-1.6	0.0185019126695554	Downregulated
140800	Cell1 - Cond2 vs Cond3	Psg16	0.08	NA	NS
90106	Cell1 - Cond1 vs Cond3	Igsf9b	0	NA	NS
332168	Cell2 - Cond2 vs Cond3	Maob	-2.76	5.49172918005233e-13	Downregulated
407250	Cell2 - Cond2 vs Cond4	Gm37889	NA	NA	NS
193021	Cell2 - Cond1 vs Cond2	Prkcz2	0	NA	NS
393918	Cell2 - Cond2 vs Cond4	Pde4dip	-0.3	0.248567350076268	NS
188870	Cell2 - Cond1 vs Cond2	Dnah10	0.01	NA	NS
447696	Cell2 - Cond4 vs Cond3	Sycn	0.01	0.915003380666368	NS
426894	Cell2 - Cond2 vs Cond4	Cd300lb	0.01	NA	NS
193260	Cell2 - Cond1 vs Cond2	Scgb2b22-ps	0	NA	NS
311131	Cell2 - Cond1 vs Cond4	Gm29761	0.03	NA	NS
88887	Cell1 - Cond1 vs Cond3	Gm45461	-0.04	NA	NS
138749	Cell1 - Cond2 vs Cond3	Gm17147	-0.14	NA	NS
51090	Cell1 - Cond1 vs Cond2	Mir3084-1	NA	NA	NS
85286	Cell1 - Cond1 vs Cond3	Gm18056	NA	NA	NS
96777	Cell1 - Cond1 vs Cond3	Gm22790	-0.05	NA	NS
186620	Cell2 - Cond1 vs Cond2	Gm13103	0.01	NA	NS
214198	Cell2 - Cond1 vs Cond2	Gm22201	NA	NA	NS
202508	Cell2 - Cond1 vs Cond2	Gm12073	-0.01	NA	NS
408247	Cell2 - Cond2 vs Cond4	BC021767	0.08	NA	NS
14072	Cell1 - Cond1 vs Cond2	Gm29506	-0.01	NA	NS
311511	Cell2 - Cond1 vs Cond4	Olfr969	0.04	NA	NS
431718	Cell2 - Cond2 vs Cond4	A530076I17Rik	0.05	NA	NS
154992	Cell1 - Cond2 vs Cond3	Gm10398	-0.01	NA	NS
241950	Cell2 - Cond1 vs Cond3	Snx21	0.03	NA	NS
229657	Cell2 - Cond1 vs Cond3	Crebzf	0.51	0.202071430159451	NS
306220	Cell2 - Cond1 vs Cond4	Gm5997	0.05	NA	NS
461681	Cell2 - Cond4 vs Cond3	Gm43722	NA	NA	NS
177858	Cell2 - Cond1 vs Cond2	Gm7776	-0.03	NA	NS
110733	Cell1 - Cond2 vs Cond3	Kit	-2.15	1.37122182270784e-27	Downregulated
460785	Cell2 - Cond4 vs Cond3	Gm22767	0	NA	NS
171906	Cell2 - Cond1 vs Cond2	Cck	-0.04	0.905664587194014	NS
355131	Cell2 - Cond2 vs Cond3	Scarna8	0.03	NA	NS
86054	Cell1 - Cond1 vs Cond3	Gm45713	NA	NA	NS
392226	Cell2 - Cond2 vs Cond4	Dlgap1	-0.71	0.127219870775271	NS
377611	Cell2 - Cond2 vs Cond3	Gm23437	NA	NA	NS
89383	Cell1 - Cond1 vs Cond3	Gm45296	NA	NA	NS
472109	Cell2 - Cond4 vs Cond3	Klf2	0	NA	NS
469760	Cell2 - Cond4 vs Cond3	Kcne3	-0.02	NA	NS
349816	Cell2 - Cond2 vs Cond3	H2al2a	0.03	NA	NS
255966	Cell2 - Cond1 vs Cond3	Gm47154	-0.09	NA	NS
485020	Cell2 - Cond4 vs Cond3	Gm24031	NA	NA	NS
94498	Cell1 - Cond1 vs Cond3	Nlrp1c-ps	-0.03	NA	NS
220961	Cell2 - Cond1 vs Cond2	Gm20932	NA	NA	NS
8110	Cell1 - Cond1 vs Cond2	Dhodh	-0.17	0.591621989062603	NS
391072	Cell2 - Cond2 vs Cond4	Gnb1	-0.4	0.0672133934207395	NS
24879	Cell1 - Cond1 vs Cond2	Gm26779	-0.02	NA	NS
293252	Cell2 - Cond1 vs Cond4	Gm20302	-0.02	NA	NS
189384	Cell2 - Cond1 vs Cond2	Gm8675	0	NA	NS
299572	Cell2 - Cond1 vs Cond4	Foxe1	-0.02	NA	NS
289397	Cell2 - Cond1 vs Cond4	Atp1a1	-0.08	0.737312016104789	NS
336522	Cell2 - Cond2 vs Cond3	Tmem87a	0.6	0.0516108220036898	NS
167078	Cell2 - Cond1 vs Cond2	Pycrl	-0.38	0.148698426348048	NS
475729	Cell2 - Cond4 vs Cond3	Fkbp1a-ps2	0	NA	NS
326308	Cell2 - Cond1 vs Cond4	AC154685.1	-0.05	NA	NS
98501	Cell1 - Cond1 vs Cond3	C330022B21Rik	NA	NA	NS
431901	Cell2 - Cond2 vs Cond4	Ear-ps4	0	NA	NS
301598	Cell2 - Cond1 vs Cond4	Gm26647	-0.05	NA	NS
208711	Cell2 - Cond1 vs Cond2	Gm3275	NA	NA	NS
276544	Cell2 - Cond1 vs Cond3	Gm21344	NA	NA	NS
